фирмы,услуги,размер,отрасль,наличие_целей_по_улучшению_окр_среды,наличие_менеджера_по_окр_среде,отслеживание_выбросов_CO2,наличие_целевых_уровней_выбросов_CO2,прим_более_благ_ист_энерго,минимал_отходов,меры_по_огр_загряз_воздуха,меры_по_огр_загрязн_возд,наличие_выбросов_CO2
599905,Машины и оборудование,Средний,Производство,Нет,Нет,,Не знаю,Не знаю,Не знаю,Не знаю,Не знаю,Не знаю
599972,Неметаллические Минеральные продукты,Средний,Производство,Да,Нет,,Нет,Нет,Да,Да,Нет,Нет
599986,Неметаллические Минеральные продукты,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
600058,Еда,Средний,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
600101,Другое Производство,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
600108,Другое Производство,Средний,Производство,Нет,Нет,,Нет,Да,Нет,Нет,Нет,Нет
600207,Неметаллические Минеральные продукты,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
600227,Другое Производство,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Да,Да,Нет
600244,Предметы одежды,Средний,Производство,Нет,Нет,,Нет,Не применимо,Нет,Не применимо,Не применимо,Нет
600266,Машины и оборудование,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
600276,Другое Производство,Средний,Производство,Да,Нет,Да,Не знаю,Нет,Да,Нет,Да,Да
600278,Неметаллические Минеральные продукты,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
600319,Еда,Средний,Производство,Да,Да,,Нет,Нет,Да,Нет,Нет,Нет
600456,Неметаллические Минеральные продукты,Средний,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
600459,Неметаллические Минеральные продукты,Средний,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
600490,Другое Производство,Средний,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
600542,Неметаллические Минеральные продукты,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
600592,Еда,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
600612,Неметаллические Минеральные продукты,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
600643,Машины и оборудование,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
600656,Другое Производство,Средний,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
600667,Машины и оборудование,Средний,Производство,Да,Да,,Нет,Нет,Нет,Нет,Да,Нет
600675,Машины и оборудование,Средний,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
600684,Предметы одежды,Средний,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
600726,Готовые Металлические Изделия,Средний,Производство,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да
600790,Еда,Средний,Производство,Нет,Нет,Да,Нет,Нет,Нет,Да,Нет,Да
600816,Машины и оборудование,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
600965,Еда,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601055,Неметаллические Минеральные продукты,Средний,Производство,Нет,Нет,,Нет,Нет,Да,Да,Да,Нет
601082,Другое Производство,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601093,Предметы одежды,Средний,Производство,Да,Нет,,Нет,Нет,Да,Нет,Не знаю,Нет
601103,Другое Производство,Средний,Производство,Да,Да,,Нет,Нет,Да,Нет,Нет,Нет
601243,Другое Производство,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601296,Еда,Средний,Производство,Нет,Нет,Да,Нет,Нет,Да,Да,Да,Да
601323,Еда,Средний,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
601411,Еда,Средний,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
601479,Машины и оборудование,Средний,Производство,Нет,Нет,Да,Да,Нет,Да,Да,Нет,Да
601518,Машины и оборудование,Средний,Производство,Да,Нет,,Нет,Нет,Нет,Да,Нет,Нет
601521,Неметаллические Минеральные продукты,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Да,Нет
601535,Готовые Металлические Изделия,Средний,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601562,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Да,Да,Нет
601563,Готовые Металлические Изделия,Крупный,Производство,Нет,Да,Да,Нет,Нет,Да,Нет,Да,Да
601568,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601579,Еда,Крупный,Сфера услуг,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601602,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601605,Машины и оборудование,Крупный,Производство,Да,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601607,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
601649,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Не знаю,,Нет,Нет,Нет,Да,Нет,Нет
601654,Еда,Крупный,Производство,Нет,Нет,,Нет,Не применимо,Нет,Нет,Не знаю,Нет
601664,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Да,Нет,Нет
